,company,title,location,seniority,category,salary,salary_period
1252,BERKELEY EDUCATION ALLIANCE FOR RESEARCH IN SINGAPORE LIMITED,Postdoctoral Scholar,West,Fresh/entry level,Logistics / Supply Chain,"$5,700to$6,700",Monthly
1253,Company Undisclosed,"Digital Commerce Manager, Asia - Consumer Innovation",West,Fresh/entry level,Logistics / Supply Chain,"$10,833to$11,000",Monthly
1254,Company Undisclosed,Senior Product Engineer (Mechanical),Central,Executive,Information Technology,"$5,000to$6,000",Monthly
1255,INFOSYS LIMITED SINGAPORE BRANCH,Test Lead,Central,Executive,Information Technology,"$4,000to$6,000",Monthly
1256,NIOMETRICS (PTE.) LTD.,Graphic Designer,Central,Professional,Manufacturing,"$1,500to$2,000",Monthly
1257,FORTIS CONSTRUCTION PTE. LTD.,Architectural and Structural BIM Coordinator,Central,Professional,Manufacturing,"$3,000to$10,000",Monthly
1258,AMPLUS FIELDS CONSULTING,HR OFFICER,Central,Professional,Engineering,Salary undisclosed,
1259,Singapore Business Federation,"Executive, Strategy & Development",Central,Professional,Engineering,Salary undisclosed,
1260,AMEC FOSTER WHEELER ASIA PACIFIC PTE. LTD.,Senior  /  Principal Instrument Engineer,North,Executive,Engineering,"$7,000to$10,000",Monthly
1261,AMEC FOSTER WHEELER ASIA PACIFIC PTE. LTD.,Instrument Engineer  /  Senior Instrument Engineer,North,Executive,Engineering,"$4,000to$7,000",Monthly
1262,KOREAN REGISTER OF SHIPPING SINGAPORE BRANCH,Senior Marine Surveyor,Central,Executive,Repair and Maintenance,"$5,000to$9,000",Monthly
1263,NATIONAL UNIVERSITY OF SINGAPORE,Research Fellow (Code: OR / NBD / JN2) - 009N0,Central,Executive,Repair and Maintenance,"$58,560to$117,120",Annually
1264,AMEC FOSTER WHEELER ASIA PACIFIC PTE. LTD.,Senior  /  Instrument Designer,West,Manager,Telecommunications,"$3,500to$6,000",Monthly
1265,A*STAR RESEARCH ENTITIES,IME - Scientist (Mechanical  /  Material Modeling and Characterization),West,Manager,Telecommunications,"$5,900to$9,500",Monthly
1266,AMEC FOSTER WHEELER ASIA PACIFIC PTE. LTD.,Senior  /  Principal Instrument Designer,South,Non-executive ...,Sales / Retail ,"$6,000to$8,500",Monthly
1267,GLODON INTERNATIONAL PTE. LTD.,Regional Product Manager,South,Non-executive ...,Sales / Retail ,"$4,500to$6,000",Monthly
1268,ALPHANOVA PTE. LTD.,Full Stack Software Engineer,Central,Non-executive ...,Information Technology,"$5,000to$7,000",Monthly
1269,JONDAVIDSON PTE. LTD.,Recruiter,Central,Non-executive ...,Information Technology,"$1,800to$2,000",Monthly
1270,HYUNDAI ENGINEERING & CONSTRUCTION CO. LTD,Quantity Surveyor,"North, Central",Fresh/entry level,Engineering,"$3,000to$6,000",Monthly
1271,TIGERSPIKE PTE. LTD.,iOS Engineer,"North, Central",Fresh/entry level,Engineering,"$5,000to$9,000",Monthly
1272,SINGAPORE MANAGEMENT UNIVERSITY,"Senior Executive, Lee Kong Chian School of Business",South,Non-executive,Sciences / Laboratory / R&D,"$2,700to$4,200",Monthly
1273,PROMATAN PTE. LTD.,Turnaround Electrical and Instrumentation Engineer,South,Non-executive,Sciences / Laboratory / R&D,"$5,000to$7,000",Monthly
1274,THE TORONTO-DOMINION BANK,workspace analyst,Islandwide,Fresh/entry level ...,Banking and Finance,"$5,000to$6,000",Monthly
1275,NITYO INFOTECH SERVICES PTE. LTD.,Sr. SAP MM Consultant,Islandwide,Fresh/entry level ...,Banking and Finance,Salary undisclosed,
1276,DONGXING RESOURCE (S) PTE. LTD.,Administrative Executive,East,Junior Executive,Customer Service ...,"$5,000to$6,000",Monthly
1277,THE TORONTO-DOMINION BANK,Valuation Services,East,Junior Executive,Customer Service ...,"$8,000to$10,000",Monthly
1278,BUTLER TECH GROUP PTE. LTD.,Senior Developer,East,Junior Executive,Information Technology,Salary undisclosed,
1279,HKM HR MANAGEMENT PTE. LTD.,Admin cum HR Assistant /  Up to $2300 / North Bridge Rd,East,Junior Executive,Information Technology,"$2,000to$2,300",Monthly
1280,AMEC FOSTER WHEELER ASIA PACIFIC PTE. LTD.,Piping Engineer  /  Senior Piping Engineer,South,Non-executive,Information Technology,"$7,000to$10,000",Monthly
1281,AMEC FOSTER WHEELER ASIA PACIFIC PTE. LTD.,Piping Engineer  /  Senior Piping Engineer,South,Non-executive,Information Technology,"$4,000to$7,000",Monthly
1282,OVERSEA-CHINESE BANKING CORPORATION LIMITED,Project & Quality Manager (BBCSC – Project & Quality Management)  (Contract 12-month),South,Professional,Admin / Secretarial,"$5,000to$7,000",Monthly
1283,WILHELMSEN SHIPS SERVICE (S) PTE. LTD.,Supply Coordinator,South,Professional,Admin / Secretarial,"$1,500to$2,500",Monthly
1284,GATES PCM CONSTRUCTION LTD.,BIM MANAGER,West,Non-executive,Healthcare / Pharmaceutical,"$5,500to$6,000",Monthly
1285,Auditor-General's Office,Temporary Administrative Officer,West,Non-executive,Healthcare / Pharmaceutical,Salary undisclosed,
1286,NATIONAL UNIVERSITY OF SINGAPORE,Professor  /  Associate Professor  /  Assistant Professor,East,Fresh/entry level,Admin / Secretarial ...,"$9,000to$15,000",Monthly
1287,MARKETECH INTEGRATED PTE LTD,Service Technician,East,Fresh/entry level,Admin / Secretarial ...,"$1,500to$2,200",Monthly
1288,ROBERT BOSCH (SOUTH EAST ASIA) PTE. LTD.,IoT Sensor / Device Expert,Islandwide,Professional,Consulting ,"$5,000to$8,000",Monthly
1289,HEWLETT-PACKARD ASIA PACIFIC PTE. LTD.,Channel Development Manager,Islandwide,Professional,Consulting ,"$8,000to$16,000",Monthly
1290,CISCO INTERNATIONAL LIMITED SINGAPORE BRANCH,Network Consulting Engineer,West,Professional,Consulting ,"$132,400to$193,000",Annually
1291,LIXIL INTERNATIONAL PTE. LTD.,Procurement Executive,West,Professional,Consulting ,"$5,000to$7,500",Monthly
1292,IKIGAI ENABLERS PTE. LTD.,Customer Experience Manager,Central,Professional,Social Services ...,"$6,500to$8,000",Monthly
1293,CISCO INTERNATIONAL LIMITED SINGAPORE BRANCH,Program Manager,Central,Professional,Social Services ...,"$173,000to$251,000",Annually
1294,COMOPACK PTE. LTD.,PA CUM SECRETARY,East,Executive,Information Technology,"$4,000to$5,000",Monthly
1295,TELOK AYER CHINESE METHODIST CHURCH AND TELOK AYER CHINESE METHODIST CHURCH (TA2 SANCTUARY),CHURCH ADMINISTRATIVE ASSISTANT,East,Executive,Information Technology,Salary undisclosed,
1296,NATIONAL UNIVERSITY HOSPITAL (SINGAPORE) PTE LTD,Speech Therapist_Paediatrics_HSDP (Contract),East,Junior Executive,Education and Training ...,"$3,000to$6,000",Monthly
1297,APBA PTE. LTD.,*Immediate Positions* Temp Admin  /  Customer Service - up to $11.50 / hr,East,Junior Executive,Education and Training ...,"$1,500to$2,000",Monthly
1298,NATIONAL UNIVERSITY HOSPITAL (SINGAPORE) PTE LTD,Occupational Therapist_Paediatrics_HSDP (Contract),Central,Professional,Others,"$3,000to$6,000",Monthly
1299,COMOPACK PTE. LTD.,Accountant,Central,Professional,Others,"$4,000to$5,000",Monthly
1300,Ministry of Social and Family Development,"Senior Policy Officer  /  Assistant Manager  /  Manager, RP-Policy, RPG",Central,Non-executive,Information Technology,Salary undisclosed,
1301,Auditor-General's Office,Audit Officer / Senior Audit Officer (IT Audit Department),Central,Non-executive,Information Technology,Salary undisclosed,
1302,GOOGLE ASIA PACIFIC PTE. LTD.,"Benefits Specialist, People Operations - Singapore",Islandwide,Manager,Others,"$4,500to$9,000",Monthly
1303,ARKADIN (SINGAPORE) PTE. LTD.,Business Development Manager (Healthcare Digital Engagement),Islandwide,Manager,Others,"$3,000to$5,000",Monthly
1304,CCD (SINGAPORE) PTE. LTD.,Sales Coordinator,East,Non-executive,Information Technology,"$2,300to$3,000",Monthly
1305,THE SUPREME HR ADVISORY PTE. LTD.,Marketing Assistant  /  /  2300-2500  /  /  Telok Ayer  /  /  5 Days  /  /  Car Finance & Leasing,East,Non-executive,Information Technology,"$2,300to$2,500",Monthly
1306,ZALORA SOUTH EAST ASIA PTE. LTD.,Senior Consultant - SAP SD / MM,South,Non-executive,Accounting / Auditing / Taxation,"$6,000to$8,000",Monthly
1307,PARKWAY HOSPITALS SINGAPORE PTE. LTD.,Assistant Director of Nursing,South,Non-executive,Accounting / Auditing / Taxation,"$6,000to$10,000",Monthly
1308,FORTITUDE PARTNERSHIP PTE. LTD.,Pentaho Consultant,Central,Senior Management,Information Technology,Salary undisclosed,
1309,MINOR FOOD GROUP (SINGAPORE) PTE. LTD.,Executive Head Chef,Central,Senior Management,Information Technology,"$3,500to$4,500",Monthly
1310,PANALPINA ASIA PACIFIC MANAGEMENT PTE. LTD.,"IT Business Solutions Customer Systems Consultant, Asia Pacific",Central,Executive,Banking and Finance,"$4,000to$7,000",Monthly
1311,CIMB BANK BERHAD,"Vice President, Products & Portfolio Management, Consumer Banking",Central,Executive,Banking and Finance,"$8,000to$10,000",Monthly
1312,SINGAPORE LNG CORPORATION PTE. LTD.,Senior Systems Engineer (Network),Central,Executive ...,Admin / Secretarial,"$4,500to$6,800",Monthly
1313,PATH INFOTECH PTE. LTD.,Required ASP.Net Developer,Central,Executive ...,Admin / Secretarial,"$4,000to$6,500",Monthly
1314,NES GLOBAL PTE. LTD.,Laboratory Technician,West,Executive,General Management,"$1,800to$3,000",Monthly
1315,STARHUB LTD.,Transformation Office Manager,West,Executive,General Management,"$7,000to$8,000",Monthly
1316,EXCEL MARCO INDUSTRIAL SYSTEMS PTE LTD,Senior Instrumentation Engineer (Contract),Islandwide,Junior Executive,Sciences / Laboratory / R&D,"$4,000to$5,500",Monthly
1317,NATIONAL UNIVERSITY HOSPITAL (SINGAPORE) PTE LTD,Speech Therapist_Paediatrics_HSDP (Contract),Islandwide,Junior Executive,Sciences / Laboratory / R&D,"$3,000to$6,000",Monthly
1318,NATIONAL UNIVERSITY HOSPITAL (SINGAPORE) PTE LTD,Occupational Therapist_Paediatrics_HSDP (Contract),Central,Executive,Sciences / Laboratory / R&D,"$3,000to$6,000",Monthly
1319,HIRATA FA ENGINEERING (S) PTE LTD,Marketing Executive,Central,Executive,Sciences / Laboratory / R&D,"$2,400to$3,600",Monthly
1320,CSK CORPORATE CONSULTANTS PTE. LTD.,Accounts Executive (Book-keeper),North,Senior Management,General Management,"$2,000to$3,500",Monthly
1321,PATH INFOTECH PTE. LTD.,"Required SAP FICP,S4Hana Lead",North,Senior Management,General Management,"$6,500to$8,000",Monthly
1322,TRUSTY CARS PTE. LTD.,DevOps Engineer,South,Executive,Customer Service ...,"$4,500to$5,500",Monthly
1323,XCELLINK PTE. LTD.,Senior /  Software Engineer,South,Executive,Customer Service ...,"$4,500to$6,000",Monthly
1324,Company Undisclosed,Data Analyst,Islandwide,Senior Management,Information Technology,"$7,500to$9,000",Monthly
1325,Company Undisclosed,Data Analyst,Islandwide,Senior Management,Information Technology,"$6,000to$7,500",Monthly
1326,Company Undisclosed,SAP MM Data Migration,Islandwide,Professional,Banking and Finance,"$7,000to$9,000",Monthly
1327,Company Undisclosed,Data Scientist,Islandwide,Professional,Banking and Finance,"$9,000to$11,000",Monthly
1328,Company Undisclosed,Data Scientist,Islandwide,Middle Management,Logistics / Supply Chain,"$13,000to$15,000",Monthly
1329,Company Undisclosed,Data Scientist,Islandwide,Middle Management,Logistics / Supply Chain,"$11,000to$13,000",Monthly
1330,Company Undisclosed,Assistant Systems Engineer (Ref 20761),West,Executive,Social Services ...,"$2,000to$4,000",Monthly
1331,Company Undisclosed,Administrative Assistant,West,Executive,Social Services ...,"$1,200to$1,400",Monthly
1332,Company Undisclosed,Operations Executive,Central,Senior Executive,Banking and Finance,"$2,000to$3,000",Monthly
1333,Company Undisclosed,Assistant IT Manager,Central,Senior Executive,Banking and Finance,"$3,500to$4,500",Monthly
1334,Company Undisclosed,Professional Services Consultant,South,Junior Executive,Accounting / Auditing / Taxation,"$100,000to$130,000",Annually
1335,Company Undisclosed,Product Management Lead,South,Junior Executive,Accounting / Auditing / Taxation,"$13,000to$15,000",Monthly
1336,Company Undisclosed,Product Manager,East,Executive,Accounting / Auditing / Taxation ...,"$10,000to$12,000",Monthly
1337,Company Undisclosed,Product Manager,East,Executive,Accounting / Auditing / Taxation ...,"$7,500to$9,000",Monthly
1338,Company Undisclosed,Senior Manager,West,Senior Executive,Manufacturing,"$5,000to$7,000",Monthly
1339,Company Undisclosed,Senior Manager,West,Senior Executive,Manufacturing,"$5,000to$7,000",Monthly
1340,Company Undisclosed,Manager,Central,Senior Management,Information Technology,"$5,000to$7,000",Monthly
1341,Company Undisclosed,Sales Operations Executive,Central,Senior Management,Information Technology,Salary undisclosed,
1342,Company Undisclosed,Salesforce Developer,Central,Senior Management,Education and Training ...,"$6,000to$8,000",Monthly
1343,Company Undisclosed,First Vice President – Group Process Excellence,Central,Senior Management,Education and Training ...,"$12,000to$15,000",Monthly
1344,Company Undisclosed,Vice President - Group Process Excellence,Central,Executive,Sales / Retail ,"$8,000to$12,000",Monthly
1345,Company Undisclosed,Fleet Manager,Central,Executive,Sales / Retail ,"$15,000to$17,000",Monthly
1346,Company Undisclosed,General Manager,West,Junior Executive,Engineering,"$10,000to$20,000",Monthly
1347,Company Undisclosed,Marketing Manager (Retail),West,Junior Executive,Engineering,"$5,500to$6,800",Monthly
1348,Company Undisclosed,Senior System Administrator,Central,Executive,Accounting / Auditing / Taxation ...,Salary undisclosed,
1349,Company Undisclosed,Accounts Executive (Construction),Central,Executive,Accounting / Auditing / Taxation ...,"$2,500to$4,000",Monthly
1350,Company Undisclosed,PMS Trainer,East,Manager,Sales / Retail ,"$5,000to$10,000",Monthly
1351,Company Undisclosed,Business Development Manager,East,Manager,Sales / Retail ,"$6,000to$7,500",Monthly
1352,Company Undisclosed,R&D Manager,East,Professional,Healthcare / Pharmaceutical,Salary undisclosed,
1353,Company Undisclosed,MOBILE APPS DEVELOPER,East,Professional,Healthcare / Pharmaceutical,"$2,800to$4,000",Monthly
1354,Company Undisclosed,Supplier Quality Engineer,East,Professional,Information Technology,"$3,500to$6,000",Monthly
1355,Company Undisclosed,Quality Engineer,East,Professional,Information Technology,"$3,000to$6,000",Monthly
1356,Company Undisclosed,Software Developer,Central,Manager,Information Technology,"$6,000to$7,500",Monthly
1357,Company Undisclosed,Account Assistant,Central,Manager,Information Technology,"$1,800to$2,000",Monthly
1358,Company Undisclosed,Admin Assistant,South,Fresh/entry level,Education and Training ...,Salary undisclosed,
1359,Company Undisclosed,Management Accountant,South,Fresh/entry level,Education and Training ...,Salary undisclosed,
1360,Company Undisclosed,Executive Manager,South,Junior Executive,Human Resources ,"$5,000to$7,000",Monthly
1361,Company Undisclosed,Teaching Associate- Digital Literacy,South,Junior Executive,Human Resources ,"$3,000to$4,500",Monthly
1362,Company Undisclosed,Accounts and Admin Assistant,South,Executive,Marketing / Public Relations ,Salary undisclosed,
1363,ALPHA Z ANALYTICS SINGAPORE PTE. LTD.,Data Modeller,South,Executive,Marketing / Public Relations ,"$6,000to$10,000",Monthly
1364,MCITS TECHNOLOGIES PTE. LTD.,Data Center Operations Engineer,Central,Professional,Accounting / Auditing / Taxation,"$3,400to$4,000",Monthly
1365,THE SUPREME HR ADVISORY PTE. LTD.,Administrative [data entry /  import /  ms office],Central,Professional,Accounting / Auditing / Taxation,"$2,000to$2,400",Monthly
1366,BIOQUEST ADVISORY PTE. LTD.,Senior IT Consultant,South,Manager,Information Technology,"$4,000to$8,000",Monthly
1367,ST ENGINEERING SATELLITE SYSTEMS PTE. LTD.,Digital Electronics Hardware Engineer - Ref: SSS / SatSys / 01,South,Manager,Information Technology,"$3,500to$5,500",Monthly
1368,RESMED ASIA PTE. LTD.,Senior Biocompatibility Engineer / Senior Toxicologist,Central,Senior Executive,Consulting  ...,"$6,000to$8,500",Monthly
1369,CITTABASE SOLUTIONS PTE. LTD.,EBS Spark Developer,Central,Senior Executive,Consulting  ...,"$6,000to$8,000",Monthly
1370,ESPRIT CONSORTIUM PTE. LTD.,Admin Assistant,South,Senior Executive,Sciences / Laboratory / R&D,"$1,400to$1,400",Monthly
1371,RANDSTAD PTE. LIMITED,Logistics Project Executive (UAT Testing),South,Senior Executive,Sciences / Laboratory / R&D,"$2,800to$3,200",Monthly
1372,BIOQUEST ADVISORY PTE. LTD.,IT Interns,East,Non-executive,Telecommunications,Salary undisclosed,
1373,THE SUPREME HR ADVISORY PTE. LTD.,Aerospace Technician[CAAS /  Oberhaul /  modification],East,Non-executive,Telecommunications,"$2,000to$2,500",Monthly
1374,ARCSTONE PTE. LTD.,Finance & Operations Analyst,"South, Central",Manager,Logistics / Supply Chain,Salary undisclosed,
1375,MERIT MEDICAL SINGAPORE PTE. LTD.,"Section Leader, CI","South, Central",Manager,Logistics / Supply Chain,"$4,500to$5,500",Monthly
1376,ITN.COM PRIVATE LIMITED,Network engineer,Central,Non-executive,Engineering,"$4,500to$5,500",Monthly
1377,Company Undisclosed,Talend ETL Developer,Central,Non-executive,Engineering,"$6,500to$7,500",Monthly
1378,JEWEL PAYMENTECH PTE. LTD.,Senior Data Engineer,Central,Manager,Building and Construction,"$8,000to$10,000",Monthly
1379,JEWEL PAYMENTECH PTE. LTD.,Lead Data Scientist,Central,Manager,Building and Construction,"$8,000to$12,000",Monthly
1380,GUNVOR SINGAPORE PTE. LTD.,"Data Science Intern (6 Months), Singapore",Central,Senior Executive,Information Technology,Salary undisclosed,
1381,NTT DATA SINGAPORE PTE. LTD.,Senior Java Developer,Central,Senior Executive,Information Technology,"$5,500to$9,900",Monthly
1382,HOCH PTE. LTD.,Admin Assistant,Islandwide,Professional,Public / Civil Service,"$1,500to$2,200",Monthly
1383,Company Undisclosed,Senior Manager,Islandwide,Professional,Public / Civil Service,"$5,000to$7,000",Monthly
1384,Company Undisclosed,Manager,West,Non-executive,Information Technology,"$5,000to$7,000",Monthly
1385,JTC Corporation,Assistant Manager - Software Development (RPA) 1-year contract,West,Non-executive,Information Technology,Salary undisclosed,
1386,SRI MURUGAN MANUFACTURING PTE. LTD.,Accounts Executive,Central,Manager,Consulting  ...,"$2,000to$4,000",Monthly
1387,PADANG & CO PTE. LTD.,Accounts & Administration Executive,Central,Manager,Consulting  ...,"$2,500to$3,500",Monthly
1388,Company Undisclosed,Executive Manager,Central,Executive,Others ...,"$5,000to$7,000",Monthly
1389,PATHOLOGY AND CLINICAL LABORATORY PRIVATE LIMITED,Medical Laboratory Technologist - Haemotology,Central,Executive,Others ...,"$2,100to$3,000",Monthly
1390,LEAP (G) PTE. LTD.,Program Manager - PMO,Central,Manager ...,Marketing / Public Relations ,"$10,000to$15,000",Monthly
1391,LEAP (G) PTE. LTD.,Customer Experience Manager,Central,Manager ...,Marketing / Public Relations ,"$10,000to$15,000",Monthly
1392,AVANADE ASIA PTE LTD,"Senior Analyst, Digital Solution Development",South,Professional ...,Engineering ...,"$4,000to$8,000",Monthly
1393,GENIE ESTATE MANAGEMENT,Accounts and Admin Assistant,South,Professional ...,Engineering ...,"$1,800to$2,200",Monthly
1394,THE SUPREME HR ADVISORY PTE. LTD.,Aerospace Technician [CAAS /  Pneumatic /  Technician /  Overhaul],South,Executive,F&B,"$2,000to$2,400",Monthly
1395,Company Undisclosed,Senior Software Developer,South,Executive,F&B,Salary undisclosed,
